Ubicación;Latitud;Longitud;Familia;Genero-ESPECIE
Carlos Polit Y Rio Ambi, Quito 170145, Ecuador;-0,229739639;-78,48029919;Apidae;Apis mellifera
San Pedro de Taboada, Quito, Ecuador;-0,323482972;-78,45908097;Apidae;Apis mellifera
Quito, Pichincha, EC;-0,12723833;-78,30967792;Apidae;Apis mellifera
Victoria, Ecuador;-3,398985934;-79,84237723;Apidae;Apis mellifera
 pajan ecuador ;-1,551788863;-80,67169189;Apidae;Apis mellifera
Atuntaqui, Ecuador;0,3323852;-78,2162833;Apidae;Apis mellifera
El Pangui, Ecuador;-3,628442056;-78,57991789;Apidae;Apis mellifera
Estacion Otavalo, Otavalo, Ecuador;0,234300363;-78,26106716;Apidae;Bombus funebris
Conocoto, Quito, Ecuador;-0,2888137;-78,4913041;Apidae;Apis mellifera
AUGUSTO;-0,278313295;-78,45613047;Apidae;Apis mellifera
Sabanilla Y Pedro Freire;-0,120881706;-78,49572558;Apidae;Apis mellifera
La Union, MejÃ­a, Pichincha, EC;-0,53057;-78,561355;Apidae;Apis mellifera
Quitumbe, Quito 170146, Ecuador;-0,2930405;-78,5497592;Apidae;Apis mellifera
El Pangui, Ecuador;-3,58865;-78,59820556;Apidae;Apis mellifera
Santa Elena, Ecuador;-2,232725005;-80,87170572;Apidae;Apis mellifera
San Antonio, Ecuador;0,055897972;-78,47237394;Apidae;Apis mellifera
Virgen de Fatima, Ecuador;-2,245920517;-79,66126744;Apidae;Apis mellifera
Quito, Pichincha, EC;-0,300494745;-78,46815586;Apidae;Apis mellifera
Mindo, Ecuador;-0,0481956;-78,7740453;Apidae;Eulaema cingulata
Virgen de FÃ¡tima;-2,246852203;-79,64232601;Apidae;Apis mellifera
Avenida Ilalo, Quito, Pichincha, EC;-0,303353333;-78,47905;Apidae;Apis mellifera
Mariano Bustamante E7-255y Av. 6 de Diciembre, Quito 170138, Ecuador;-0,131994;-78,476499;Apidae;Thygater aethiops
Coordillera, Quito, Ecuador;-0,129090587;-78,50459497;Apidae;Apis mellifera
Mejia, Ecuador;-0,574519543;-78,58044147;Apidae;Bombus funebris
Zamora, Ecuador;-4,066132545;-78,95024109;Apidae;Apis mellifera
Unnamed Road, San Miguel de Porotos, Ecuador;-2,818731389;-78,84449;Apidae;Apis mellifera
Huayna-Capac, Cuenca, Ecuador;-2,91406672;-79,00062123;Apidae;Apis mellifera
JosÃ© Ortega y Gasset, Cuenca, Azuay, EC;-2,918445;-79,01719717;Apidae;Apis mellifera
CumbayÃ¡, Quito, Ecuador;-0,2107252;-78,4410895;Apidae;Apis mellifera
Puembo, Ecuador;-0,174029;-78,3591827;Apidae;Apis mellifera
Quito, Ecuador;-0,1806532;-78,4678382;Apidae;Apis mellifera
San Miguel de Urcuqui, Ecuador;0,515620901;-78,16227436;Apidae;Apis mellifera
La Carolina, Quito, Ecuador;-0,1840756;-78,4849073;Apidae;Apis mellifera
Paccha;-2,897651244;-78,93448133;Apidae;Apis mellifera
Quito, EC-PI, EC;-0,1054104;-78,5133372;Apidae;Apis mellifera
SÃ¡nchez y Cifuentes, Ibarra, Imbabura, EC;0,338557237;-78,12209476;Apidae;Anthophora pilifrons
Machangara, Ecuador;-2,850209068;-78,90986402;Apidae;Apis mellifera
Panamericana Norte, Ecuador;-2,845119164;-78,89635038;Apidae;Apis mellifera
Quito, Pichincha, EC;-0,24818333;-78,41490333;Apidae;Apis mellifera
El Pinar Y Guatemala, Quito 170110, Ecuador;-0,208096047;-78,51917882;Apidae;Apis mellifera
Calle Principal de Ciudad del Sol, Manta, ManabÃ­, EC;-0,96243;-80,75263333;Apidae;Apis mellifera
Huayna-CÃ¡pac, Cuenca, Ecuador;-2,910782972;-78,98675697;Apidae;Apis mellifera
Huayna-CÃ¡pac, Cuenca, Ecuador;-2,910950972;-78,987137;Apidae;Apis mellifera
Fatima 1, Quito, Ecuador;-0,127251;-78,47344;Apidae;Apis mellifera
Patate, Ecuador;-1,3128375;-78,5064473;Apidae;Apis mellifera
Huayna-CÃ¡pac, Cuenca, Ecuador;-2,911787984;-78,98895011;Apidae;Apis mellifera
MANUEL CORDOVA GALARZA Y Oe7 (2), Quito, Ecuador;0,0069962;-78,46578217;Apidae;Apis mellifera
La Vicentina, Quito, Ecuador;-0,218019146;-78,48859962;Apidae;Apis mellifera
Conjunto San Bernardino;-0,193981344;-78,42153031;Apidae;Apis mellifera
Parque El ParaÃ­so;-2,909377875;-78,98731917;Apidae;Apis mellifera
San Antonio de Ibarra, Ecuador;0,330241354;-78,16778653;Apidae;Apis mellifera
de los carpinteros, Quito, Pichincha, EC;-0,23035;-78,41076667;Apidae;Apis mellifera
Quito, Ecuador;-0,169639;-78,443459;Apidae;Apis mellifera
Caranqui, Ibarra, Ecuador;0,321307038;-78,11937102;Apidae;Apis mellifera
E20, Quininde, Esmeraldas, EC;0,358626925;-79,47352788;Apidae;Apis mellifera
Laguna Garzacocha, Latacunga, Cotopaxi, EC;-0,932492246;-78,6003664;Apidae;Apis mellifera
San Miguel de Porotos, Ecuador;-2,80941975;-78,81814778;Apidae;Bombus robustus
Ecuador;-0,7007416;-78,4297187;Apidae;Bombus funebris
Mejia, Ecuador;-0,611510921;-78,47468625;Apidae;Bombus funebris
E20, Quininde, Esmeraldas, EC;0,358624015;-79,47353262;Apidae;Apis mellifera
Quito, Pichincha, EC;-0,045177833;-78,352555;Apidae;Apis mellifera
Quito, Pichincha, EC;-0,349190304;-78,39014434;Apidae;Apis mellifera
Cuenca, Ecuador;-2,776440949;-79,17830254;Apidae;Apis mellifera
Via del Ferrocarril Y Angelica Idrovo, Quito 170902, Ecuador;-0,199881667;-78,43468;Apidae;Apis mellifera
Parque Metropolitano;-0,178685793;-78,46888304;Apidae;Apis mellifera
Avenida de las Gardenias, Quito, Pichincha, EC;-0,028405107;-78,44350728;Apidae;Apis mellifera
Pifo, Ecuador;-0,238258264;-78,31500538;Apidae;Apis mellifera
AbdÃ³n CalderÃ³n, Quito, Pichincha, EC;-0,285875511;-78,48360694;Apidae;Apis mellifera
Parque El ParaÃ­so;-2,909377875;-78,98731917;Apidae;Apis mellifera
Parque El ParaÃ­so;-2,909377875;-78,98731917;Apidae;Apis mellifera
Pomasqui;-0,039984357;-78,45492817;Apidae;Apis mellifera
Sucre, ManabÃ­, EC;-0,458438333;-80,45590333;Apidae;Apis mellifera
PÃ­llaro, Ecuador;-1,180136769;-78,54050545;Apidae;Apis mellifera
Conjunto Chimborazo, Quito 170801, Ecuador;-0,264291667;-78,46042222;Apidae;Apis mellifera
Conjunto Chimborazo, Quito 170801, Ecuador;-0,2642975;-78,46049583;Apidae;Apis mellifera
Azogues, Ecuador;-2,740661008;-78,84621249;Apidae;Apis mellifera
Huayna-CÃ¡pac, Cuenca, Ecuador;-2,911713972;-78,988747;Apidae;Apis mellifera
Cuendina Alto;-0,395336032;-78,48235745;Apidae;Apis mellifera
San Jose de Jarrin, Quito, Ecuador;-0,1145921;-78,5047897;Apidae;Apis mellifera
Capitan NÃ¡jera Y La 11;-2,195684629;-79,90907304;Apidae;Apis mellifera
Avenida El Retorno, Ibarra, Ecuador;0,32704;-78,1183035;Apidae;Apis mellifera
Latacunga, Ecuador;-0,937606259;-78,5710879;Apidae;Apis mellifera
Imbabura, Quito, Pichincha, EC;-0,294264838;-78,47995001;Apidae;Apis mellifera
Papallacta, Ecuador;-0,373825;-78,16576944;Apidae;Bombus hortulanus
Jose Antonio Campos, Quito, Pichincha, EC;-0,013019546;-78,45528815;Apidae;Apis mellifera
Urb. Los Sauces, Quito, Ecuador;-0,033041667;-78,44438611;Apidae;Apis mellifera
Papallacta, Ecuador;-0,373883872;-78,16607907;Apidae;Bombus hortulanus
Santo Domingo, Ecuador;-0,214720387;-79,22108911;Apidae;Apis mellifera
Urb. Manuel Jaramillo, ì—ì½°ë„ë¥´;-2,868297467;-79,03524924;Apidae;Apis mellifera
Ruminahui, Pichincha, EC;-0,348455;-78,43599667;Apidae;Apis mellifera
Jardin Del Valle;-0,227989176;-78,48229811;Apidae;Apis mellifera
Quito, Ecuador;-0,329202194;-78,39858578;Apidae;Apis mellifera
Tumbaco, Ecuador;-0,221474551;-78,37544626;Apidae;Apis mellifera
Avenida CircunvalaciÃ³n, Manta, ManabÃ­, EC;-0,941576328;-80,73256962;Apidae;Apis mellifera
Quito, Province de Pichincha, EC;-0,200553207;-78,44496231;Apidae;Apis mellifera
Quito, EC-PI, EC;-0,298888889;-78,53916667;Apidae;Apis mellifera
Pintag, Ecuador;-0,327571972;-78,35884097;Apidae;Apis mellifera
Salcedo, Provincia de Cotopaxi, EC;-1,014026523;-78,55830254;Apidae;Apis mellifera
170902, Ecuador;-0,198036111;-78,42781667;Apidae;Apis mellifera
Molleturo, Ecuador;-2,793486833;-79,41838837;Apidae;Bombus funebris
Mocha, Tungurahua, EC;-1,419453333;-78,68969667;Apidae;Bombus funebris
Quito, Pichincha, EC;-0,167576485;-78,39301984;Apidae;Apis mellifera
La Aurora (SatÃ©lite), Ecuador;-2,056425416;-79,88174435;Apidae;Apis mellifera
Mariano Reyes, Quito, Pichincha, EC;-0,24252;-78,51958333;Apidae;Apis mellifera
Latacunga, Ecuador;-0,847808405;-78,62564272;Apidae;Apis mellifera
El Esfuerzo, Ecuador;-0,41672;-79,27679442;Apidae;Apis mellifera
Calle Central Carrillos, Comunidad Carrillos, Parroquia de Cusubamba, CantÃ³n, Ecuador;-1,070291472;-78,67620367;Apidae;Apis mellifera
Carlos Polit Y Rio Ambi, Quito 170145, Ecuador;-0,2306334;-78,4796223;Apidae;Apis mellifera
Quito, Pichincha, Ecuador;-0,189347222;-78,48516944;Apidae;Apis mellifera
Guayas, EC;-2,124502004;-79,21729905;Apidae;Apis mellifera
Guayaquil, Guayas, EC;-2,18621;-80,2505;Apidae;Apis mellifera
Parroquia San Francisco, Ibarra, Ecuador;0,346857798;-78,13522965;Apidae;Apis mellifera
Avenida 2 de Agosto, Quito, Pichincha, EC;-0,220708333;-78,42423833;Apidae;Apis mellifera
Conocoto;-0,306709471;-78,50190002;Apidae;Apis mellifera
Ficoa, Ambato, Ecuador;-1,2487211;-78,6419241;Apidae;Apis mellifera
Pedro Vicente Maldonado, Ecuador;0,065695601;-79,04429813;Apidae;Trigona ferricauda
Quito, EC-PI, EC;-0,230679;-78,4796593;Apidae;Apis mellifera
Carlos Polit Y Rio Ambi, Quito 170145, Ecuador;-0,230591258;-78,4797153;Apidae;Apis mellifera
Tumbaco;-0,210613954;-78,39559872;Apidae;Apis mellifera
Pedro Moncayo, Pichincha, EC;0,028413436;-78,37776815;Apidae;Apis mellifera
San Juan, Ecuador;-1,691398;-79,5801416;Apidae;Eulaema cingulata
San Juan, Ecuador;-1,691398;-79,5801416;Apidae;Apis mellifera
Guayaquil, Guayas, EC;-2,143859975;-79,95316301;Apidae;Apis mellifera
MarÃ­a JosÃ© y Bananoly, Los RÃ­os, Ecuador;-1,711656;-79,525483;Apidae;Apis mellifera
El Batan, Quito, Ecuador;-0,1721238;-78,4723292;Apidae;Apis mellifera
Quito, Ecuador;-0,108474;-78,457765;Apidae;Bombus rubicundus
Finca Elba - Lola, Puebloviejo, Los RÃ­os, Ecuador;-1,685676237;-79,57474815;Apidae;Eulaema cingulata
Finca Elba - Lola, Puebloviejo, Los RÃ­os, Ecuador;-1,685676237;-79,57474815;Apidae;Eulaema cingulata
Parque Los Algarrobos;-0,206977573;-78,4201235;Apidae;Apis mellifera
Chaucha, Ecuador;-2,853161573;-79,37770844;Apidae;Bombus funebris
Quito, Ecuador;-0,1806532;-78,4678382;Apidae;Apis mellifera
Leonidas Plaza, Quito, Pichincha, EC;-0,0898195;-78,4525;Apidae;Apis mellifera
Leonidas ProaÃ±o, Quito, Pichincha, EC;-0,100795917;-78,43997423;Apidae;Apis mellifera
San Carlos Vencedores del Norte, Quito, Ecuador;-0,134194005;-78,50521879;Apidae;Apis mellifera
Alangasi, Ecuador;-0,286936492;-78,45267277;Apidae;Apis mellifera
San Pedro de Taboada;-0,332685255;-78,46666954;Apidae;Apis mellifera
Universidad Nacional de Loja, Loja, Ecuador;-4,035658834;-79,19984364;Apidae;Apis mellifera
Jorge Erazo Ledesma, Loja, Loja, EC;-3,969746667;-79,21559167;Apidae;Apis mellifera
Pedregal, Quito, Pichincha, EC;-0,18132;-78,497095;Apidae;Apis mellifera
Loja, Ecuador;-4,036874241;-79,19672525;Apidae;Bombus pauloensis
La Argelia, Loja, Ecuador;-4,026203787;-79,20111283;Apidae;Apis mellifera
Morona, Morona Santiago, EC;-2,27615;-77,46778833;Apidae;Centris rhodoprocta
La ConcepciÃ³n, Quito, Ecuador;-0,127496018;-78,48987736;Apidae;Thygater aethiops
Loja, Ecuador;-4,023311954;-79,20076271;Apidae;Bombus pauloensis
FÃ©lix Olarabal, Quito, Pichincha, EC;-0,156453306;-78,49182035;Apidae;Apis mellifera
Calle 8, Pedro Moncayo, Pichincha, EC;0,046099778;-78,25298109;Apidae;Apis mellifera
San Miguel de los Bancos, Ecuador;-0,112001925;-78,78343577;Apidae;Trigona ferricauda
Distrito Metropolitano de Quito, Ecuador;-0,319000938;-78,19156522;Apidae;Bombus funebris
La Argelia, Loja, Ecuador;-4,026633113;-79,20043643;Apidae;Bombus pauloensis
Parque Nacional GalÃ¡pagos, Santa Cruz, Galapagos, EC;-0,743636667;-90,31224667;Apidae;Xylocopa darwini
Isabela, Ecuador;-0,868916838;-91,00999517;Apidae;Xylocopa darwini
Tupigachi, Ecuador;0,088075972;-78,19776097;Apidae;Apis mellifera
Guajalito;-0,269154077;-78,78470819;Apidae;Apis mellifera
Latacunga, Ecuador;-0,723479729;-78,57697706;Apidae;Apis mellifera
Taniloma, Latacunga, Ecuador;-0,979431326;-78,6153635;Apidae;Apis mellifera
El Bosque, Quito, Ecuador;-0,1637022;-78,4993452;Apidae;Apis mellifera
Latacunga, Ecuador;-0,753775428;-78,66504272;Apidae;Apis mellifera
Tumbaco, Ecuador;-0,221633381;-78,3752506;Apidae;Apis mellifera
Tumbaco, Ecuador;-0,221608888;-78,37521939;Apidae;Apis mellifera
La Matriz, Ecuador;-0,937222222;-78,61638889;Apidae;Apis mellifera
Santa Cruz, Ecuador;-0,527975;-90,488495;Apidae;Xylocopa darwini
Tumbaco, Ecuador;-0,235097124;-78,39913185;Apidae;Thygater aethiops
Punzara Grande;-4,019367041;-79,2230612;Apidae;Apis mellifera
Latacunga, Ecuador;-0,751702865;-78,66599143;Apidae;Apis mellifera
Tumbaco, Ecuador;-0,221631427;-78,37526948;Apidae;Apis mellifera
171103, Ecuador;-0,32510057;-78,43018621;Apidae;Apis mellifera
171103, Ecuador;-0,32509741;-78,43017582;Apidae;Apis mellifera
Cotacachi, EC-IM, EC;0,302698955;-78,28170508;Apidae;Bombus hortulanus
Distrito Metropolitano de Quito, Ecuador;-0,230205162;-78,36642781;Apidae;Apis mellifera
Sucre, Ecuador;-3,964889103;-79,24560182;Apidae;Apis mellifera
Latacunga, Ecuador;-0,724444444;-78,57694444;Apidae;Apis mellifera
Catamayo, Ecuador;-3,98194976;-79,35363952;Apidae;Apis mellifera
Tumbaco, Ecuador;-0,221474477;-78,37537108;Apidae;Apis mellifera
Latacunga, EC-CT, EC;-0,753622778;-78,66495958;Apidae;Apis mellifera
Tumbaco, Ecuador;-0,221597695;-78,37526696;Apidae;Apis mellifera
TanicuchÃ­, Ecuador;-0,786846569;-78,64124301;Apidae;Apis mellifera
Francisco de Orellana, Ecuador;-1,101857051;-76,73126207;Apidae;Trigona chanchamayoensis
Olmedo (Pesillo);0,054759971;-77,9510209;Apidae;Bombus hortulanus
Palmas, Ecuador;-2,713639939;-78,62996846;Apidae;Apis mellifera
El Chaco, Napo, EC;-0,1322555;-77,45496333;Apidae;Centris rhodoprocta
Distrito Metropolitano de Quito, Ecuador;-0,254396442;-78,33412563;Apidae;Apis mellifera
Distrito Metropolitano de Quito, Ecuador;-0,253588833;-78,33663148;Apidae;Bombus robustus
Quito, Ecuador;-0,210015386;-78,33296389;Apidae;Apis mellifera
Ambato, Tungurahua, Ecuador;-1,238333333;-78,60611111;Apidae;Apis mellifera
Loja, Ecuador;-4,045666661;-79,18941177;Apidae;Apis mellifera
IlalÃ³;-0,257852623;-78,41989517;Apidae;Apis mellifera
Mejia, Ecuador;-0,490230596;-78,43667521;Apidae;Bombus funebris
Avenida Camilo Ponce EnrÃ­quez, Quito, Pichincha, EC;-0,293171833;-78,4796828;Apidae;Apis mellifera
Quito, Pichincha, Ecuador;-0,195251703;-78,33106995;Apidae;Apis mellifera
Otavalo;0,360216957;-78,12491421;Apidae;Apis mellifera
Pifo, Ecuador;-0,2120848;-78,33448792;Apidae;Apis mellifera
MachÃ¡ngara, Cuenca, Ecuador;-2,887792957;-78,95394042;Apidae;Apis mellifera
Pucayacu;-0,71476904;-79,11435697;Apidae;Apis mellifera
Machachi, Ecuador;-0,515249095;-78,57063767;Apidae;Apis mellifera
Quijos, Ecuador;-0,380828989;-78,0710339;Apidae;Bombus hortulanus
Quijos, Ecuador;-0,380793823;-78,07099367;Apidae;Bombus hortulanus
Latacunga, Ecuador;-0,750314028;-78,66761242;Apidae;Apis mellifera
Quijos, Ecuador;-0,380813322;-78,06920779;Apidae;Bombus hortulanus
Latacunga, Ecuador;-0,750364111;-78,66754081;Apidae;Apis mellifera
Las Casas, Quito 170129, Ecuador;-0,1895296;-78,5071575;Apidae;Apis mellifera
Las Casas, Quito 170129, Ecuador;-0,1895296;-78,5071575;Apidae;Apis mellifera
Pedro Moncayo, Pichincha, EC;0,065892875;-78,3010993;Apidae;Bombus hortulanus
Papallacta, Ecuador;-0,334744151;-78,19529068;Apidae;Bombus funebris
Yaruqui, Ecuador;-0,196150111;-78,30847744;Apidae;Bombus funebris
Yaruqui, Ecuador;-0,196164444;-78,30864689;Apidae;Bombus funebris
Cotacachi, Imbabura, Ecuador;0,450673333;-78,52593167;Apidae;Melissodes ecuadorius
La ConcepciÃ³n, Quito, Ecuador;-0,143430972;-78,486253;Apidae;Apis mellifera
Salcedo;-1,042144685;-78,5907368;Apidae;Apis mellifera
24 de Mayo, SaquisilÃ­, Provincia de Cotopaxi, EC;-0,834046667;-78,667045;Apidae;Apis mellifera
Yaguachi, Guayas, EC;-2,255625;-79,66471167;Apidae;Apis mellifera
Mejia, Ecuador;-0,616255208;-78,45173228;Apidae;Bombus funebris
Southern Ecuador;-4,112508189;-79,88129533;Apidae;Trigona fulviventris
Latacunga, Ecuador;-0,747726833;-78,668121;Apidae;Bombus funebris
S 59 D Y Patricio Romero Barberis OE3, Quito 170126, Ecuador;-0,344279972;-78,553768;Apidae;Apis mellifera
Pujili, Ecuador;-1,034349203;-78,74304199;Apidae;Apis mellifera
Latacunga, Ecuador;-0,755968944;-78,66568908;Apidae;Bombus robustus
Tumbaco, Ecuador;-0,221474551;-78,37544626;Apidae;Apis mellifera
Tumbaco, Ecuador;-0,221616636;-78,37524778;Apidae;Apis mellifera
Tumbaco, Ecuador;-0,221616636;-78,37524778;Apidae;Apis mellifera
Puyo, Ecuador;-1,487882319;-77,99548279;Apidae;Apis mellifera
ItchimbÃ­a, Quito 170136, Ecuador;-0,224606602;-78,50150742;Apidae;Anthophora pilifrons
San Antonio, Ecuador;-0,006988606;-78,45097351;Apidae;Apis mellifera
RumiÃ±ahui, EC-PI, EC;-0,350789844;-78,43271077;Apidae;Bombus funebris
San Antonio de Ibarra, Ecuador;0,330681195;-78,16444569;Apidae;Apis mellifera
san antonio de ibarra ;0,330687;-78,164312;Apidae;Apis mellifera
Pintag, Ecuador;-0,449860972;-78,331315;Apidae;Apis mellifera
Quito Norte A, Quito, Ecuador;-0,1247156;-78,4993452;Apidae;Apis mellifera
Ibarra, Ecuador;0,350555556;-78,18;Apidae;Apis mellifera
Jose Ascazubi, Quito, Pichincha, EC;-0,169953194;-78,43424184;Apidae;Apis mellifera
Latacunga, Ecuador;-0,978373;-78,697429;Apidae;Apis mellifera
Tanicuchi, Ecuador;-0,748926139;-78,66136289;Apidae;Bombus funebris
Latacunga, Ecuador;-0,926419629;-78,58380139;Apidae;Apis mellifera
Distrito Metropolitano de Quito, Ecuador;-0,194190293;-78,37550673;Apidae;Apis mellifera
Distrito Metropolitano de Quito, Ecuador;-0,195230984;-78,37504539;Apidae;Apis mellifera
Distrito Metropolitano de Quito, Ecuador;-0,194018633;-78,3755711;Apidae;Apis mellifera
Distrito Metropolitano de Quito, Ecuador;-0,192290163;-78,37657345;Apidae;Apis mellifera
Distrito Metropolitano de Quito, Ecuador;-0,193920033;-78,37465761;Apidae;Apis mellifera
Archidona, Napo, EC;-0,539825224;-78,21698636;Apidae;Bombus funebris
Nanegal, Ecuador;0,133252775;-78,67495742;Apidae;Apis mellifera
Tanicuchi, Ecuador;-0,750126778;-78,66595114;Apidae;Bombus robustus
Quito, Ecuador;-0,192720396;-78,37384844;Apidae;Apis mellifera
Quito, Ecuador;-0,18370502;-78,37412725;Apidae;Apis mellifera
Hierba Buena 1, Quito, Ecuador;-0,272838706;-78,51801401;Apidae;Apis mellifera
Tanicuchi, Ecuador;-0,753659306;-78,66506981;Apidae;Apis mellifera
Pastaza, EC-PA, EC;-1,501371004;-77,99990516;Apidae;Apis mellifera
AmaguaÃ±a, Ecuador;-0,376580556;-78,50451389;Apidae;Apis mellifera
AmaguaÃ±a, Ecuador;-0,387820993;-78,50961104;Apidae;Apis mellifera
AmaguaÃ±a, Ecuador;-0,383327724;-78,50433245;Apidae;Apis mellifera
Princesa Toa, Quito, Ecuador;-0,2901236;-78,4881742;Apidae;Apis mellifera
PÃ­o XII, Quito, Ecuador;-0,0634696;-78,4253395;Apidae;Xylocopa viridigastra
Tumbaco, Ecuador;-0,221434039;-78,375434;Apidae;Apis mellifera
San Rafael, Ecuador;-0,340454709;-78,47820376;Apidae;Apis mellifera
San Rafael, Ecuador;-0,340153974;-78,47966428;Apidae;Apis mellifera
San Rafael, Ecuador;-0,340389036;-78,47843267;Apidae;Apis mellifera
Quito, Ecuador;-0,329202194;-78,39858578;Apidae;Apis mellifera
Tanicuchi, Ecuador;-0,748888194;-78,66129797;Apidae;Bombus robustus
San Juan, Quito, Ecuador;-0,215265472;-78,5078565;Apidae;Apis mellifera
Sendero Eucalipto, Quito, Pichincha, EC;-0,197780292;-78,47289459;Apidae;Apis mellifera
Sendero Piedra, Quito, Pichincha, EC;-0,196838632;-78,47486164;Apidae;Apis mellifera
Sendero Palmera, Quito, Pichincha, EC;-0,197131747;-78,4732203;Apidae;Apis mellifera
Sendero Palmera, Quito, Pichincha, EC;-0,197419353;-78,47361652;Apidae;Apis mellifera
Tanicuchi, Ecuador;-0,756995167;-78,666058;Apidae;Bombus funebris
Cochapamba Norte, Quito 170132, Ecuador;-0,154722222;-78,5;Apidae;Apis mellifera
Tumbaco, Ecuador;-0,221609499;-78,37525985;Apidae;Apis mellifera
AmaguaÃ±a;-0,383777654;-78,49949241;Apidae;Apis mellifera
Imantag, Ecuador;0,348551247;-78,30592945;Apidae;Bombus hortulanus
San Jose Obrero, Quito 170134, Ecuador;-0,1130279;-78,5208871;Apidae;Apis mellifera
San Enrique de Velasco, Quito 170134, Ecuador;-0,100486111;-78,5089;Apidae;Apis mellifera
Conocoto, Quito, Ecuador;-0,310633333;-78,49353611;Apidae;Apis mellifera
Perucho, Ecuador;0,11207972;-78,42118967;Apidae;Apis mellifera
Tanicuchi, Ecuador;-0,753664722;-78,66494064;Apidae;Bombus funebris
Buena Esperanza, Ecuador;-0,03106662;-78,17762603;Apidae;Apis mellifera
Tumbaco, Ecuador;-0,2089136;-78,3928561;Apidae;Apis mellifera
Gonzalez Suarez, Ecuador;0,156203278;-78,20573419;Apidae;Apis mellifera
Machachi, Ecuador;-0,559022222;-78,446625;Apidae;Bombus funebris
IsinlivÃ­;-0,700973145;-78,8862532;Apidae;Apis mellifera
Avenida SimÃ³n BolÃ­var, Quito, Pichincha, EC;-0,171469717;-78,45039423;Apidae;Apis mellifera
Hacienda Patichubamba, Quito, Ecuador;-0,4222775;-78,4055229;Apidae;Apis mellifera
SangolquÃ­, Ecuador;-0,327888124;-78,44671699;Apidae;Apis mellifera
Dr. JosÃ© FernÃ¡ndez Salvador, Quito 170103, Ecuador;-0,1326075;-78,4992453;Apidae;Apis mellifera
Unnamed Road, Quito 170184, Ecuador;-0,212885099;-78,37963589;Apidae;Apis mellifera
Angochagua, Ecuador;0,2042349;-78,10104;Apidae;Bombus hortulanus
